OID_TRACT_20,GEOID_TRACT_20,NAMELSAD_TRACT_20,AREALAND_TRACT_20,AREAWATER_TRACT_20,MTFCC_TRACT_20,FUNCSTAT_TRACT_20,OID_TRACT_10,GEOID_TRACT_10,NAMELSAD_TRACT_10,AREALAND_TRACT_10,AREAWATER_TRACT_10,MTFCC_TRACT_10,FUNCSTAT_TRACT_10,AREALAND_PART,AREAWATER_PART
2.07903E+13,36047008400,Census Tract 84,243910,0,G5020,S,2.07403E+13,36047008400,Census Tract 84,243910,0,G5020,S,243910,0\
2.07903E+13,36047008500,Census Tract 85,243576,0,G5020,S,2.07403E+13,36047008500,Census Tract 85,243576,0,G5020,S,243576,0\
2.07903E+13,36047008600,Census Tract 86,113543,0,G5020,S,2.07403E+13,36047008600,Census Tract 86,113543,0,G5020,S,113543,0\
2.07903E+13,36047008800,Census Tract 88,189369,0,G5020,S,2.07403E+13,36047008800,Census Tract 88,189369,0,G5020,S,189369,0\
2.07902E+15,36047009001,Census Tract 90.01,74547,0,G5020,S,2.07403E+13,36047009000,Census Tract 90,148493,0,G5020,S,74547,0\
2.07902E+15,36047009002,Census Tract 90.02,73946,0,G5020,S,2.07403E+13,36047009000,Census Tract 90,148493,0,G5020,S,73946,0\
2.07902E+15,36047009201,Census Tract 92.01,56593,0,G5020,S,2.07403E+13,36047009200,Census Tract 92,113217,0,G5020,S,56593,0\
2.07902E+15,36047009202,Census Tract 92.02,56624,0,G5020,S,2.07403E+13,36047009200,Census Tract 92,113217,0,G5020,S,56624,0\
2.07902E+15,36047009401,Census Tract 94.01,75483,0,G5020,S,2.07403E+13,36047009400,Census Tract 94,151026,0,G5020,S,75483,0\
2.07902E+15,36047009402,Census Tract 94.02,75543,0,G5020,S,2.07403E+13,36047009400,Census Tract 94,151026,0,G5020,S,75543,0\
2.07903E+13,36047009600,Census Tract 96,150752,0,G5020,S,2.07403E+13,36047009600,Census Tract 96,150752,0,G5020,S,150752,0\
2.07903E+13,36047009800,Census Tract 98,151006,0,G5020,S,2.07403E+13,36047009800,Census Tract 98,151006,0,G5020,S,151006,0\
2.07903E+13,36047010000,Census Tract 100,150970,0,G5020,S,2.07403E+13,36047010000,Census Tract 100,150970,0,G5020,S,150970,0\
2.07903E+13,36047010100,Census Tract 101,314730,0,G5020,S,2.07403E+13,36047010100,Census Tract 101,314730,0,G5020,S,314730,0\
2.07903E+13,36047010200,Census Tract 102,152450,0,G5020,S,2.07403E+13,36047010200,Census Tract 102,152450,0,G5020,S,152450,0\
2.07902E+15,36047010401,Census Tract 104.01,76142,0,G5020,S,2.07403E+13,36047010400,Census Tract 104,152312,0,G5020,S,76142,0\
2.07902E+15,36047010402,Census Tract 104.02,76170,0,G5020,S,2.07403E+13,36047010400,Census Tract 104,152312,0,G5020,S,76170,0\
2.07902E+15,36047010601,Census Tract 106.01,75434,0,G5020,S,2.07403E+13,36047010600,Census Tract 106,150932,0,G5020,S,75434,0\
2.07902E+15,36047010602,Census Tract 106.02,75498,0,G5020,S,2.07403E+13,36047010600,Census Tract 106,150932,0,G5020,S,75498,0\
2.07902E+15,36047010801,Census Tract 108.01,75490,0,G5020,S,2.07403E+13,36047010800,Census Tract 108,150979,0,G5020,S,75490,0\
2.07902E+15,36047010802,Census Tract 108.02,75489,0,G5020,S,2.07403E+13,36047010800,Census Tract 108,150979,0,G5020,S,75489,0\
2.07903E+13,36047011000,Census Tract 110,158059,0,G5020,S,2.07403E+13,36047011000,Census Tract 110,158059,0,G5020,S,158059,0\
2.07903E+13,36047011200,Census Tract 112,171313,0,G5020,S,2.07403E+13,36047011200,Census Tract 112,171313,0,G5020,S,171313,0\
2.07903E+13,36047011400,Census Tract 114,167792,0,G5020,S,2.07403E+13,36047011400,Census Tract 114,167792,0,G5020,S,167792,0\
2.07903E+13,36047011600,Census Tract 116,160266,0,G5020,S,2.07403E+13,36047011600,Census Tract 116,160266,0,G5020,S,160266,0\
2.07903E+13,36047011700,Census Tract 117,201195,0,G5020,S,2.07403E+13,36047011700,Census Tract 117,201195,0,G5020,S,201195,0\
2.07903E+13,36047011800,Census Tract 118,219234,0,G5020,S,2.07403E+13,36047011800,Census Tract 118,219234,0,G5020,S,219234,0\
2.07902E+15,36047011901,Census Tract 119.01,448425,21859,G5020,S,2.07404E+14,36047011900,Census Tract 119,654297,63596,G5020,S,448425,21859\
2.07902E+15,36047011902,Census Tract 119.02,205872,41737,G5020,S,2.07404E+14,36047011900,Census Tract 119,654297,63596,G5020,S,205872,41737\
2.07903E+13,36047012000,Census Tract 120,193342,0,G5020,S,2.07403E+13,36047012000,Census Tract 120,193342,0,G5020,S,193342,0\
2.07903E+13,36047012100,Census Tract 121,148056,0,G5020,S,2.07403E+13,36047012100,Census Tract 121,148056,0,G5020,S,148056,0\
2.07903E+13,36047012200,Census Tract 122,181661,0,G5020,S,2.07403E+13,36047012200,Census Tract 122,181661,0,G5020,S,181661,0\
2.07904E+14,36047012600,Census Tract 126,235982,0,G5020,S,2.07404E+14,36047012600,Census Tract 126,235982,0,G5020,S,235982,0\
2.07903E+13,36047012700,Census Tract 127,163391,0,G5020,S,2.07403E+13,36047012700,Census Tract 127,163391,0,G5020,S,163391,0\
2.07903E+13,36047012801,Census Tract 128.01,114974,0,G5020,S,2.07403E+13,36047012801,Census Tract 128.01,114974,0,G5020,S,114974,0\
2.07903E+13,36047012901,Census Tract 129.01,128568,0,G5020,S,2.07403E+13,36047012901,Census Tract 129.01,133304,0,G5020,S,128568,0\
2.07903E+13,36047012902,Census Tract 129.02,135381,0,G5020,S,2.07403E+13,36047012901,Census Tract 129.01,133304,0,G5020,S,4736,0\
2.07903E+13,36047012902,Census Tract 129.02,135381,0,G5020,S,2.07403E+13,36047012902,Census Tract 129.02,130645,0,G5020,S,130645,0\
2.07903E+13,36047013000,Census Tract 130,176432,0,G5020,S,2.07403E+13,36047013000,Census Tract 130,176432,0,G5020,S,176432,0\
2.07903E+13,36047013100,Census Tract 131,156395,0,G5020,S,2.07403E+13,36047013100,Census Tract 131,156395,0,G5020,S,156395,0\
2.07903E+13,36047013200,Census Tract 132,155778,0,G5020,S,2.07403E+13,36047013200,Census Tract 132,155778,0,G5020,S,155778,0\
2.07903E+13,36047013300,Census Tract 133,148492,0,G5020,S,2.07403E+13,36047013300,Census Tract 133,148492,0,G5020,S,148492,0\
2.07903E+13,36047013400,Census Tract 134,268233,0,G5020,S,2.07403E+13,36047013400,Census Tract 134,268233,0,G5020,S,268233,0\
2.07903E+13,36047013500,Census Tract 135,151867,0,G5020,S,2.07403E+13,36047013500,Census Tract 135,151867,0,G5020,S,151867,0\
2.07903E+13,36047013600,Census Tract 136,214252,0,G5020,S,2.07403E+13,36047013600,Census Tract 136,214252,0,G5020,S,214252,0\
2.07903E+13,36047013700,Census Tract 137,152453,0,G5020,S,2.07403E+13,36047013700,Census Tract 137,152453,0,G5020,S,152453,0\
2.07903E+13,36047013800,Census Tract 138,162579,0,G5020,S,2.07403E+13,36047013800,Census Tract 138,162579,0,G5020,S,162579,0\
2.07903E+13,36047013900,Census Tract 139,151331,0,G5020,S,2.07403E+13,36047013900,Census Tract 139,151331,0,G5020,S,151331,0\
2.07903E+13,36047014000,Census Tract 140,147522,0,G5020,S,2.07403E+13,36047014000,Census Tract 140,147522,0,G5020,S,147522,0\
2.07902E+15,36047014101,Census Tract 141.01,75853,0,G5020,S,2.07403E+13,36047014100,Census Tract 141,165483,0,G5020,S,75853,0\
2.07902E+15,36047014102,Census Tract 141.02,89630,0,G5020,S,2.07403E+13,36047014100,Census Tract 141,165483,0,G5020,S,89630,0\
2.07903E+13,36047014200,Census Tract 142,200223,0,G5020,S,2.07403E+13,36047014200,Census Tract 142,200223,0,G5020,S,200223,0\
2.07903E+13,36047014300,Census Tract 143,217205,0,G5020,S,2.07403E+13,36047014300,Census Tract 143,217205,0,G5020,S,217205,0\
2.07903E+13,36047014500,Census Tract 145,216626,0,G5020,S,2.07403E+13,36047014500,Census Tract 145,216626,0,G5020,S,216626,0\
2.07903E+13,36047014700,Census Tract 147,105979,0,G5020,S,2.07403E+13,36047014700,Census Tract 147,105979,0,G5020,S,105979,0\
2.07903E+13,36047014800,Census Tract 148,133459,0,G5020,S,2.07403E+13,36047014800,Census Tract 148,133459,0,G5020,S,133459,0\
2.07902E+15,36047014901,Census Tract 149.01,74973,0,G5020,S,2.07403E+13,36047014900,Census Tract 149,249831,0,G5020,S,74973,0\
2.07902E+15,36047014902,Census Tract 149.02,174858,0,G5020,S,2.07403E+13,36047014900,Census Tract 149,249831,0,G5020,S,174858,0\
2.07903E+13,36047015000,Census Tract 150,133505,0,G5020,S,2.07403E+13,36047015000,Census Tract 150,133505,0,G5020,S,133505,0\
2.07903E+13,36047015100,Census Tract 151,149311,0,G5020,S,2.07403E+13,36047015100,Census Tract 151,149311,0,G5020,S,149311,0\
2.07904E+14,36047015200,Census Tract 152,268135,0,G5020,S,2.07404E+14,36047015200,Census Tract 152,268135,0,G5020,S,268135,0\
2.07903E+13,36047015300,Census Tract 153,150477,0,G5020,S,2.07403E+13,36047015300,Census Tract 153,150477,0,G5020,S,150477,0\
2.07903E+13,36047015400,Census Tract 154,922940,0,G5020,S,2.07403E+13,36047015400,Census Tract 154,922940,0,G5020,S,922940,0\
2.07903E+13,36047015500,Census Tract 155,149645,0,G5020,S,2.07403E+13,36047015500,Census Tract 155,149645,0,G5020,S,149645,0\
2.07903E+13,36047015700,Census Tract 157,167428,0,G5020,S,2.07403E+13,36047015700,Census Tract 157,167428,0,G5020,S,167428,0\
2.07903E+13,36047015900,Census Tract 159,250862,0,G5020,S,2.07403E+13,36047015900,Census Tract 159,250862,0,G5020,S,250862,0\
2.07903E+13,36047016000,Census Tract 160,258630,0,G5020,S,2.07403E+13,36047016000,Census Tract 160,258630,0,G5020,S,258630,0\
2.07903E+13,36047016100,Census Tract 161,182397,0,G5020,S,2.07403E+13,36047016100,Census Tract 161,182397,0,G5020,S,182397,0\
2.07903E+13,36047016200,Census Tract 162,237712,0,G5020,S,2.07403E+13,36047016200,Census Tract 162,237712,0,G5020,S,237712,0\
2.07903E+13,36047016300,Census Tract 163,184092,0,G5020,S,2.07403E+13,36047016300,Census Tract 163,184092,0,G5020,S,184092,0\
2.07903E+13,36047016400,Census Tract 164,802163,650272,G5020,S,2.07403E+13,36047016400,Census Tract 164,802163,650272,G5020,S,802163,650272\
2.07903E+13,36047016500,Census Tract 165,186645,0,G5020,S,2.07403E+13,36047016500,Census Tract 165,186645,0,G5020,S,186645,0\
2.07904E+14,36047016600,Census Tract 166,266930,0,G5020,S,2.07404E+14,36047016600,Census Tract 166,266930,0,G5020,S,266930,0\
2.07903E+13,36047016700,Census Tract 167,168915,0,G5020,S,2.07403E+13,36047016700,Census Tract 167,168915,0,G5020,S,168915,0\
2.07903E+13,36047016800,Census Tract 168,168296,117619,G5020,S,2.07403E+13,36047016800,Census Tract 168,168296,117619,G5020,S,168296,117619\
2.07903E+13,36047016900,Census Tract 169,209462,0,G5020,S,2.07403E+13,36047016900,Census Tract 169,209462,0,G5020,S,209462,0\
2.07903E+13,36047017000,Census Tract 170,209047,0,G5020,S,2.07403E+13,36047017000,Census Tract 170,209047,0,G5020,S,209047,0\
2.07903E+13,36047017100,Census Tract 171,208490,0,G5020,S,2.07403E+13,36047017100,Census Tract 171,208490,0,G5020,S,208490,0\
2.07903E+13,36047017200,Census Tract 172,206317,0,G5020,S,2.07403E+13,36047017200,Census Tract 172,206317,0,G5020,S,206317,0\
2.07903E+13,36047017400,Census Tract 174,165543,91465,G5020,S,2.07403E+13,36047017400,Census Tract 174,165543,91465,G5020,S,165543,91465\
2.07903E+13,36047017500,Census Tract 175,1961397,0,G5020,S,2.07403E+13,36047017500,Census Tract 175,1961397,0,G5020,S,1961397,0\
2.07903E+13,36047017600,Census Tract 176,133636,83378,G5020,S,2.07403E+13,36047017600,Census Tract 176,133636,83378,G5020,S,133636,83378\
2.07903E+13,36047017700,Census Tract 177,2313048,227326,G5020,S,2.07403E+13,36047017700,Census Tract 177,2313048,227326,G5020,S,2313048,227326\
2.07903E+13,36047017800,Census Tract 178,164020,0,G5020,S,2.07403E+13,36047017800,Census Tract 178,164020,0,G5020,S,164020,0\
2.07903E+13,36047017900,Census Tract 179,158289,0,G5020,S,2.07403E+13,36047017900,Census Tract 179,158289,0,G5020,S,158289,0\
2.07903E+13,36047018000,Census Tract 180,176108,0,G5020,S,2.07403E+13,36047018000,Census Tract 180,176108,0,G5020,S,176108,0\
2.07903E+13,36047018100,Census Tract 181,169374,0,G5020,S,2.07403E+13,36047018100,Census Tract 181,169374,0,G5020,S,169374,0\
2.07903E+13,36047018200,Census Tract 182,165463,0,G5020,S,2.07403E+13,36047018200,Census Tract 182,165463,0,G5020,S,165463,0\
2.07903E+13,36047018300,Census Tract 183,137311,0,G5020,S,2.07403E+13,36047018300,Census Tract 183,137311,0,G5020,S,137311,0\
2.07903E+13,36047018400,Census Tract 184,149139,0,G5020,S,2.07403E+13,36047018400,Census Tract 184,149139,0,G5020,S,149139,0\
2.07903E+13,36047018501,Census Tract 185.01,111097,0,G5020,S,2.07403E+13,36047018501,Census Tract 185.01,111097,0,G5020,S,111097,0\
2.07903E+13,36047018600,Census Tract 186,113054,0,G5020,S,2.07403E+13,36047018600,Census Tract 186,113054,0,G5020,S,113054,0\
2.07903E+13,36047018700,Census Tract 187,85768,0,G5020,S,2.07403E+13,36047018700,Census Tract 187,85768,0,G5020,S,85768,0\
2.07903E+13,36047018800,Census Tract 188,175213,0,G5020,S,2.07403E+13,36047018800,Census Tract 188,175213,0,G5020,S,175213,0\
2.07903E+13,36047019000,Census Tract 190,212934,0,G5020,S,2.07403E+13,36047019000,Census Tract 190,212934,0,G5020,S,212934,0\
2.07903E+13,36047019100,Census Tract 191,253797,0,G5020,S,2.07403E+13,36047019100,Census Tract 191,253797,0,G5020,S,253797,0\
2.07903E+13,36047019200,Census Tract 192,189790,0,G5020,S,2.07403E+13,36047019200,Census Tract 192,189790,0,G5020,S,189790,0\
2.07903E+13,36047019300,Census Tract 193,269732,0,G5020,S,2.07403E+13,36047019300,Census Tract 193,269732,0,G5020,S,269732,0\
2.07903E+13,36047019400,Census Tract 194,178420,0,G5020,S,2.07403E+13,36047019400,Census Tract 194,178420,0,G5020,S,178420,0\
2.07903E+13,36047019500,Census Tract 195,137028,0,G5020,S,2.07403E+13,36047019500,Census Tract 195,137028,0,G5020,S,137028,0\
2.07903E+13,36047019600,Census Tract 196,188308,0,G5020,S,2.07403E+13,36047019600,Census Tract 196,188308,0,G5020,S,188308,0\
2.07903E+13,36047019700,Census Tract 197,169819,0,G5020,S,2.07403E+13,36047019700,Census Tract 197,169819,0,G5020,S,169819,0\
2.07903E+13,36047019800,Census Tract 198,134715,0,G5020,S,2.07403E+13,36047019800,Census Tract 198,134715,0,G5020,S,134715,0\
2.07903E+13,36047019900,Census Tract 199,188914,0,G5020,S,2.07403E+13,36047019900,Census Tract 199,188914,0,G5020,S,188914,0\
2.07903E+13,36047020000,Census Tract 200,134858,0,G5020,S,2.07403E+13,36047020000,Census Tract 200,134858,0,G5020,S,134858,0\
2.07903E+13,36047020100,Census Tract 201,175379,0,G5020,S,2.07403E+13,36047020100,Census Tract 201,175379,0,G5020,S,175379,0\
2.07903E+13,36047020200,Census Tract 202,134828,0,G5020,S,2.07403E+13,36047020200,Census Tract 202,134828,0,G5020,S,134828,0\
2.07903E+13,36047020300,Census Tract 203,140848,0,G5020,S,2.07403E+13,36047020300,Census Tract 203,140848,0,G5020,S,140848,0\
2.07903E+13,36047020400,Census Tract 204,134801,0,G5020,S,2.07403E+13,36047020400,Census Tract 204,134801,0,G5020,S,134801,0\
2.07903E+13,36047020500,Census Tract 205,159711,0,G5020,S,2.07403E+13,36047020500,Census Tract 205,159711,0,G5020,S,159711,0\
2.07903E+13,36047020600,Census Tract 206,170942,0,G5020,S,2.07403E+13,36047020600,Census Tract 206,170942,0,G5020,S,170942,0\
2.07903E+13,36047020700,Census Tract 207,137892,0,G5020,S,2.07403E+13,36047020700,Census Tract 207,137892,0,G5020,S,137892,0\
2.07903E+13,36047020800,Census Tract 208,143311,0,G5020,S,2.07403E+13,36047020800,Census Tract 208,143311,0,G5020,S,143311,0\
2.07903E+13,36047021000,Census Tract 210,150022,0,G5020,S,2.07403E+13,36047021000,Census Tract 210,150022,0,G5020,S,150022,0\
2.07904E+14,36047021100,Census Tract 211,271830,0,G5020,S,2.07404E+14,36047021100,Census Tract 211,173676,0,G5020,S,173676,0\
2.07904E+14,36047021100,Census Tract 211,271830,0,G5020,S,2.07403E+13,36047054300,Census Tract 543,1053488,376699,G5020,S,98154,0\
2.07903E+13,36047021200,Census Tract 212,190833,0,G5020,S,2.07403E+13,36047021200,Census Tract 212,190833,0,G5020,S,190833,0\
2.07903E+13,36047021300,Census Tract 213,184156,0,G5020,S,2.07403E+13,36047021300,Census Tract 213,184156,0,G5020,S,184156,0\
2.07903E+13,36047021400,Census Tract 214,167965,0,G5020,S,2.07403E+13,36047021400,Census Tract 214,167965,0,G5020,S,167965,0\
2.07903E+13,36047021500,Census Tract 215,152313,0,G5020,S,2.07403E+13,36047021500,Census Tract 215,152313,0,G5020,S,152313,0\
2.07903E+13,36047021600,Census Tract 216,168178,0,G5020,S,2.07403E+13,36047021600,Census Tract 216,168178,0,G5020,S,168178,0\
2.07903E+13,36047021700,Census Tract 217,119682,0,G5020,S,2.07403E+13,36047021700,Census Tract 217,119682,0,G5020,S,119682,0\
2.07903E+13,36047021800,Census Tract 218,157820,0,G5020,S,2.07403E+13,36047021800,Census Tract 218,157820,0,G5020,S,157820,0\
2.07903E+13,36047021900,Census Tract 219,147042,0,G5020,S,2.07403E+13,36047021900,Census Tract 219,147042,0,G5020,S,147042,0\
2.07903E+13,36047022000,Census Tract 220,194279,0,G5020,S,2.07403E+13,36047022000,Census Tract 220,194279,0,G5020,S,194279,0\
2.07903E+13,36047022100,Census Tract 221,152080,0,G5020,S,2.07403E+13,36047022100,Census Tract 221,152080,0,G5020,S,152080,0\
2.07903E+13,36047022200,Census Tract 222,176184,0,G5020,S,2.07403E+13,36047022200,Census Tract 222,176184,0,G5020,S,176184,0\
2.07903E+13,36047022400,Census Tract 224,175564,0,G5020,S,2.07403E+13,36047022400,Census Tract 224,175564,0,G5020,S,175564,0\
2.07903E+13,36047022600,Census Tract 226,156180,0,G5020,S,2.07403E+13,36047022600,Census Tract 226,156180,0,G5020,S,156180,0\
2.07903E+13,36047022700,Census Tract 227,240692,0,G5020,S,2.07403E+13,36047022700,Census Tract 227,240692,0,G5020,S,240692,0\
2.07903E+13,36047022800,Census Tract 228,167373,0,G5020,S,2.07403E+13,36047022800,Census Tract 228,167373,0,G5020,S,167373,0\
2.07903E+13,36047022900,Census Tract 229,171838,0,G5020,S,2.07403E+13,36047022900,Census Tract 229,171838,0,G5020,S,171838,0\
2.07903E+13,36047023000,Census Tract 230,150941,0,G5020,S,2.07403E+13,36047023000,Census Tract 230,150941,0,G5020,S,150941,0\
2.07903E+13,36047023100,Census Tract 231,159414,0,G5020,S,2.07403E+13,36047023100,Census Tract 231,159414,0,G5020,S,159414,0\
2.07903E+13,36047023200,Census Tract 232,226376,0,G5020,S,2.07403E+13,36047023200,Census Tract 232,226376,0,G5020,S,226376,0\
2.07903E+13,36047023300,Census Tract 233,171838,0,G5020,S,2.07403E+13,36047023300,Census Tract 233,171838,0,G5020,S,171838,0\
2.07903E+13,36047023400,Census Tract 234,169784,0,G5020,S,2.07403E+13,36047023400,Census Tract 234,169784,0,G5020,S,169784,0\
2.07903E+13,36047023500,Census Tract 235,141574,0,G5020,S,2.07403E+13,36047023500,Census Tract 235,141574,0,G5020,S,141574,0\
2.07903E+13,36047023600,Census Tract 236,169852,0,G5020,S,2.07403E+13,36047023600,Census Tract 236,169852,0,G5020,S,169852,0\
2.07903E+13,36047023800,Census Tract 238,169884,0,G5020,S,2.07403E+13,36047023800,Census Tract 238,169884,0,G5020,S,169884,0\
2.07903E+13,36047024000,Census Tract 240,169751,0,G5020,S,2.07403E+13,36047024000,Census Tract 240,169751,0,G5020,S,169751,0\
2.07903E+13,36047024100,Census Tract 241,180215,0,G5020,S,2.07403E+13,36047024100,Census Tract 241,180215,0,G5020,S,180215,0\
2.07903E+13,36047024200,Census Tract 242,191453,0,G5020,S,2.07403E+13,36047024200,Census Tract 242,191453,0,G5020,S,191453,0\
2.07903E+13,36047024300,Census Tract 243,154349,0,G5020,S,2.07403E+13,36047024300,Census Tract 243,154349,0,G5020,S,154349,0\
2.07903E+13,36047024400,Census Tract 244,155278,0,G5020,S,2.07403E+13,36047024400,Census Tract 244,155278,0,G5020,S,155278,0\
2.07903E+13,36047024500,Census Tract 245,166849,0,G5020,S,2.07403E+13,36047024500,Census Tract 245,166849,0,G5020,S,166849,0\
2.07903E+13,36047024600,Census Tract 246,172880,0,G5020,S,2.07403E+13,36047024600,Census Tract 246,172880,0,G5020,S,172880,0\
2.07903E+13,36047024700,Census Tract 247,179741,0,G5020,S,2.07403E+13,36047024700,Census Tract 247,179741,0,G5020,S,179741,0\
2.07903E+13,36047024800,Census Tract 248,176029,0,G5020,S,2.07403E+13,36047024800,Census Tract 248,176029,0,G5020,S,176029,0\
2.07903E+13,36047024900,Census Tract 249,168496,0,G5020,S,2.07403E+13,36047024900,Census Tract 249,168496,0,G5020,S,168496,0\
2.07903E+13,36047025000,Census Tract 250,173506,0,G5020,S,2.07403E+13,36047025000,Census Tract 250,173506,0,G5020,S,173506,0\
2.07903E+13,36047025100,Census Tract 251,138489,0,G5020,S,2.07403E+13,36047025100,Census Tract 251,138489,0,G5020,S,138489,0\
2.07903E+13,36047025200,Census Tract 252,181275,0,G5020,S,2.07403E+13,36047025200,Census Tract 252,181275,0,G5020,S,181275,0\
2.07903E+13,36047025300,Census Tract 253,161829,0,G5020,S,2.07403E+13,36047025300,Census Tract 253,161829,0,G5020,S,161829,0\
2.07903E+13,36047025400,Census Tract 254,175492,0,G5020,S,2.07403E+13,36047025400,Census Tract 254,175492,0,G5020,S,175492,0\
2.07903E+13,36047025500,Census Tract 255,138632,0,G5020,S,2.07403E+13,36047025500,Census Tract 255,138632,0,G5020,S,138632,0\
2.07903E+13,36047025600,Census Tract 256,173279,0,G5020,S,2.07403E+13,36047025600,Census Tract 256,173279,0,G5020,S,173279,0\
2.07903E+13,36047025700,Census Tract 257,181125,0,G5020,S,2.07403E+13,36047025700,Census Tract 257,181125,0,G5020,S,181125,0\
2.07903E+13,36047025800,Census Tract 258,170222,0,G5020,S,2.07403E+13,36047025800,Census Tract 258,170222,0,G5020,S,170222,0\
2.07903E+13,36047025901,Census Tract 259.01,80219,0,G5020,S,2.07403E+13,36047025901,Census Tract 259.01,80219,0,G5020,S,80219,0\
2.07903E+13,36047025902,Census Tract 259.02,59611,0,G5020,S,2.07403E+13,36047025902,Census Tract 259.02,59611,0,G5020,S,59611,0\
2.07903E+13,36047026000,Census Tract 260,162864,0,G5020,S,2.07403E+13,36047026000,Census Tract 260,162864,0,G5020,S,162864,0\
2.07903E+13,36047026100,Census Tract 261,199415,0,G5020,S,2.07403E+13,36047026100,Census Tract 261,199415,0,G5020,S,199415,0\
2.07903E+13,36047026200,Census Tract 262,157859,0,G5020,S,2.07403E+13,36047026200,Census Tract 262,157859,0,G5020,S,157859,0\
2.07903E+13,36047026300,Census Tract 263,119604,0,G5020,S,2.07403E+13,36047026300,Census Tract 263,119604,0,G5020,S,119604,0\
2.07903E+13,36047026400,Census Tract 264,189457,0,G5020,S,2.07403E+13,36047026400,Census Tract 264,189457,0,G5020,S,189457,0\
2.07903E+13,36047026500,Census Tract 265,159608,0,G5020,S,2.07403E+13,36047026500,Census Tract 265,159608,0,G5020,S,159608,0\
2.07903E+13,36047026600,Census Tract 266,165897,0,G5020,S,2.07403E+13,36047026600,Census Tract 266,165897,0,G5020,S,165897,0\
2.07903E+13,36047026700,Census Tract 267,159563,0,G5020,S,2.07403E+13,36047026700,Census Tract 267,159563,0,G5020,S,159563,0\
2.07903E+13,36047026800,Census Tract 268,178968,0,G5020,S,2.07403E+13,36047026800,Census Tract 268,178968,0,G5020,S,178968,0\
2.07903E+13,36047026900,Census Tract 269,133946,0,G5020,S,2.07403E+13,36047026900,Census Tract 269,133946,0,G5020,S,133946,0\
2.07903E+13,36047027000,Census Tract 270,134003,0,G5020,S,2.07403E+13,36047027000,Census Tract 270,134003,0,G5020,S,134003,0\
2.07904E+14,36047027100,Census Tract 271,245353,0,G5020,S,2.07404E+14,36047027100,Census Tract 271,245353,0,G5020,S,245353,0\
2.07903E+13,36047027200,Census Tract 272,132147,0,G5020,S,2.07403E+13,36047027200,Census Tract 272,132147,0,G5020,S,132147,0\
2.07903E+13,36047027300,Census Tract 273,149705,0,G5020,S,2.07403E+13,36047027300,Census Tract 273,149705,0,G5020,S,149705,0\
2.07903E+13,36047027400,Census Tract 274,163364,0,G5020,S,2.07403E+13,36047027400,Census Tract 274,163364,0,G5020,S,163364,0\
2.07903E+13,36047027500,Census Tract 275,162077,0,G5020,S,2.07403E+13,36047027500,Census Tract 275,162077,0,G5020,S,162077,0\
2.07903E+13,36047027600,Census Tract 276,149396,0,G5020,S,2.07403E+13,36047027600,Census Tract 276,149396,0,G5020,S,149396,0\
2.07903E+13,36047027700,Census Tract 277,162108,0,G5020,S,2.07403E+13,36047027700,Census Tract 277,162108,0,G5020,S,162108,0\
2.07903E+13,36047027800,Census Tract 278,160472,0,G5020,S,2.07403E+13,36047027800,Census Tract 278,160472,0,G5020,S,160472,0\
2.07903E+13,36047027900,Census Tract 279,161924,0,G5020,S,2.07403E+13,36047027900,Census Tract 279,161924,0,G5020,S,161924,0\
2.07903E+13,36047028000,Census Tract 280,139723,55041,G5020,S,2.07403E+13,36047028000,Census Tract 280,139723,55041,G5020,S,139723,55041\
2.07903E+13,36047028100,Census Tract 281,161938,0,G5020,S,2.07403E+13,36047028100,Census Tract 281,161938,0,G5020,S,161938,0\
2.07903E+13,36047028200,Census Tract 282,169389,73215,G5020,S,2.07403E+13,36047028200,Census Tract 282,169389,73215,G5020,S,169389,73215\
2.07903E+13,36047028300,Census Tract 283,121876,0,G5020,S,2.07403E+13,36047028300,Census Tract 283,121876,0,G5020,S,121876,0\
2.07903E+13,36047028400,Census Tract 284,164257,0,G5020,S,2.07403E+13,36047028400,Census Tract 284,164257,0,G5020,S,164257,0\
2.07903E+13,36047028501,Census Tract 285.01,83218,0,G5020,S,2.07403E+13,36047028501,Census Tract 285.01,83218,0,G5020,S,83218,0\
2.07903E+13,36047028502,Census Tract 285.02,119859,0,G5020,S,2.07403E+13,36047028502,Census Tract 285.02,119859,0,G5020,S,119859,0\
2.07903E+13,36047028600,Census Tract 286,176618,58184,G5020,S,2.07403E+13,36047028600,Census Tract 286,176618,58184,G5020,S,176618,58184\
2.07903E+13,36047028700,Census Tract 287,148811,0,G5020,S,2.07403E+13,36047028700,Census Tract 287,148811,0,G5020,S,148811,0\
2.07903E+13,36047028800,Census Tract 288,152808,0,G5020,S,2.07403E+13,36047028800,Census Tract 288,152808,0,G5020,S,152808,0\
2.07903E+13,36047028900,Census Tract 289,165739,0,G5020,S,2.07403E+13,36047028900,Census Tract 289,165739,0,G5020,S,165739,0\
2.07903E+13,36047029000,Census Tract 290,154712,0,G5020,S,2.07403E+13,36047029000,Census Tract 290,154712,0,G5020,S,154712,0\
2.07903E+13,36047029100,Census Tract 291,164644,0,G5020,S,2.07403E+13,36047029100,Census Tract 291,164644,0,G5020,S,164644,0\
2.07903E+13,36047029200,Census Tract 292,205508,91737,G5020,S,2.07403E+13,36047029200,Census Tract 292,205508,91737,G5020,S,205508,91737\
