GEOID,year,total_crashes,persons_injured,persons_killed,pedestrians_injured,pedestrians_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,total_population,crash_rate_per_1000,injury_rate_per_1000,fatality_rate_per_1000
36047037402,2019,73,14,0,4,0,0,0,10,0,61825.33,1.18074582052372,0.226444403936057,0
36047037402,2020,32,8,0,4,0,0,0,4,0,58109.3,0.550686378944506,0.137671594736127,0
36047037402,2021,40,9,0,3,0,1,0,5,0,62420.32,0.640816964731998,0.144183817064699,0
36047037402,2022,30,8,0,0,0,0,0,8,0,63503.41,0.472415575793489,0.125977486878264,0
36047037402,2023,45,18,0,4,0,3,0,11,0,66655.49,0.675113182725084,0.270045273090034,0
36047037500,2018,78,26,0,8,0,4,0,14,0,41346.41,1.88649994038176,0.628833313460588,0
36047037500,2019,68,13,0,2,0,2,0,9,0,41573.34,1.6356636248134,0.312700398861386,0
36047037500,2020,61,17,0,2,0,6,0,9,0,41870.27,1.45688098022774,0.40601601088314,0
36047037500,2021,69,16,0,4,0,6,0,4,0,41817.39,1.65003124298288,0.382615940401828,0
36047037500,2022,62,36,0,6,0,6,0,23,0,48065.4,1.28990916542877,0.748979515410254,0
36047037500,2023,54,29,0,5,0,9,0,10,0,46622.38,1.15824202882822,0.622018867333671,0
36047037700,2018,62,26,0,5,0,3,0,18,0,54883.59,1.12966371186725,0.473729943686264,0
36047037700,2019,60,21,0,5,0,3,0,13,0,55411.62,1.08280537547901,0.378981881417652,0
36047037700,2020,44,16,0,5,0,1,0,10,0,56968.42,0.772357737848443,0.280857359217616,0
36047037700,2021,48,19,0,2,0,2,0,15,0,64387.73,0.745483650378729,0.295087278274914,0
36047037700,2022,34,12,0,3,0,1,0,8,0,61932.6,0.548983895395963,0.193759021904457,0
36047037700,2023,28,25,0,5,0,2,0,16,0,60078.62,0.466055977983516,0.416121408913853,0
36047037900,2018,53,20,0,3,0,2,0,15,0,48984.51,1.08197468954982,0.408292335679177,0
36047037900,2019,51,24,1,1,1,0,0,23,0,57976.75,0.87966296834507,0.413959043927091,0.0172482934969621
36047037900,2020,38,5,0,2,0,1,0,2,0,56977.87,0.666925597604825,0.087753368105898,0
36047037900,2021,29,21,0,2,0,1,0,18,0,61817.09,0.469125932650664,0.339711882264274,0
36047037900,2022,31,16,0,6,0,3,0,6,0,57735.95,0.536927165829955,0.27712369849288,0
36047037900,2023,29,13,0,0,0,1,0,12,0,58729.78,0.493786968042448,0.221352778777649,0
36047038100,2018,50,20,0,2,0,1,0,17,0,67233.5,0.743676887266021,0.297470754906408,0
36047038100,2019,93,26,0,7,0,4,0,15,0,69703.39,1.33422492076784,0.37300911763402,0
36047038100,2020,58,23,0,7,0,4,0,12,0,69534.24,0.834121434274682,0.330772292902029,0
36047038100,2021,37,9,0,1,0,1,0,7,0,72086.28,0.513273815766329,0.124850387618837,0
36047038100,2022,42,22,0,4,0,1,0,16,0,70531.21,0.59548106434017,0.311918652749613,0
36047038100,2023,45,23,0,7,0,1,0,14,0,71558.25,0.628858307742294,0.321416468401617,0
36047038200,2018,25,6,0,1,0,1,0,4,0,72088.86,0.346794220355267,0.0832306128852641,0
36047038200,2019,32,20,0,6,0,4,0,10,0,67475.61,0.474245434757833,0.296403396723646,0
36047038200,2020,13,0,0,0,0,0,0,0,0,65410.68,0.198744302918117,0,0
36047038200,2021,13,14,0,2,0,0,0,12,0,68449.02,0.189922368501404,0.204531781463051,0
36047038200,2022,23,7,0,1,0,1,0,3,0,60610.93,0.379469511522097,0.115490720898029,0
36047038200,2023,14,15,0,1,0,1,0,13,0,58194.72,0.240571653235895,0.257755342752745,0
36047038300,2018,82,21,0,5,0,3,0,13,0,58011.66,1.41350893940977,0.361996191800062,0
36047038300,2019,46,10,0,3,0,3,0,4,0,59737.72,0.770032736435204,0.167398420964175,0
36047038300,2020,34,18,0,4,0,1,0,13,0,61997.43,0.548409829246148,0.290334615483255,0
36047038300,2021,41,20,0,0,0,5,0,13,0,71297.72,0.575053451919641,0.280513878985191,0
36047038300,2022,39,17,1,4,1,5,0,7,0,67388.41,0.57873453313411,0.252268899058458,0.0148393470034387
36047038300,2023,34,23,0,2,0,4,0,14,0,69313.46,0.490525216891496,0.331825882014835,0
36047038500,2018,55,21,0,7,0,4,0,10,0,47724.86,1.15243921092697,0.440022244172115,0
36047038500,2019,50,13,0,2,0,3,0,8,0,50812.87,0.984002674912871,0.255840695477347,0
36047038500,2020,27,11,0,2,0,1,0,8,0,54815.83,0.492558445252038,0.200671959176756,0
36047038500,2021,42,18,0,3,0,4,0,9,0,56120.12,0.748394693382694,0.320740582878298,0
36047038500,2022,42,20,0,5,0,3,0,11,0,57253.1,0.733584731656452,0.349326062693549,0
36047038500,2023,36,21,0,3,0,1,0,15,0,50441.45,0.713698753703551,0.416324272993738,0
36047038600,2018,67,21,0,7,0,2,0,12,0,41586.26,1.61110905380768,0.50497447955166,0
36047038600,2019,58,22,0,7,0,4,0,11,0,43176.39,1.34332675798046,0.509537735785692,0
36047038600,2020,28,8,0,3,0,2,0,3,0,40986.26,0.683155769762842,0.195187362789384,0
36047038600,2021,26,9,0,3,0,1,0,4,0,39559.27,0.65724165284142,0.227506725983568,0
36047038600,2022,30,13,0,1,0,1,0,10,0,37270.99,0.804915565698684,0.348796745136097,0
36047038600,2023,25,15,0,2,0,2,0,9,0,36800.03,0.679347272271246,0.407608363362747,0
36047038700,2018,79,20,0,3,0,2,0,15,0,49238.62,1.60443164329138,0.406185226149717,0
36047038700,2019,83,19,0,2,0,5,0,12,0,48973.55,1.69479239303665,0.387964523707185,0
36047038700,2020,50,18,0,3,0,7,0,8,0,48555.63,1.02974670496501,0.370708813787402,0
36047038700,2021,53,20,0,2,0,5,0,11,0,52152.27,1.01625490127275,0.383492415574624,0
36047038700,2022,48,18,0,3,0,2,0,10,0,58545.31,0.819877800629974,0.30745417523624,0
36047038700,2023,40,18,0,5,0,1,0,9,0,61181.36,0.653793900625942,0.294207255281674,0
36047038800,2018,24,3,0,1,0,0,0,2,0,49674.61,0.483144205862915,0.0603930257328643,0
36047038800,2019,21,8,0,5,0,1,0,2,0,50089.55,0.419249124817452,0.15971395231141,0
36047038800,2020,26,10,0,1,0,2,0,7,0,54779.59,0.474629328185918,0.182549741609968,0
36047038800,2021,8,4,0,0,0,1,0,3,0,57375.79,0.139431631355316,0.0697158156776578,0
36047038800,2022,13,8,0,2,0,1,0,5,0,50837.47,0.255716895431657,0.157364243342558,0
36047038800,2023,13,10,0,1,0,0,0,8,0,59639.16,0.217977583855977,0.167675064504597,0
36047038900,2018,127,35,0,5,0,6,0,24,0,39049.65,3.25226986669535,0.896294845152261,0
36047038900,2019,126,38,1,8,0,9,1,21,0,37080.49,3.39801334879879,1.02479767662186,0.0269683599111015
36047038900,2020,78,28,1,8,1,5,0,15,0,39568.52,1.97126402503809,0.707633239757262,0.0252726157056165
36047038900,2021,76,29,0,2,0,6,0,18,0,40039.57,1.89812228253201,0.724283502545107,0
36047038900,2022,82,37,0,5,0,6,0,19,0,40237.26,2.0379121242351,0.919545714593886,0
36047038900,2023,67,32,0,4,0,4,0,21,0,38331.92,1.74789053092044,0.834813387902302,0
36047039000,2018,75,17,0,2,0,3,0,12,0,26449.13,2.83563202267901,0.642743258473908,0
36047039000,2019,54,17,0,2,0,0,0,15,0,27852.14,1.9388097288036,0.610366025734468,0
36047039000,2020,39,9,0,3,0,2,0,4,0,28575.2,1.36481984378062,0.314958425487836,0
36047039000,2021,40,23,0,2,0,1,0,19,0,29352.34,1.36275336140151,0.783583182805868,0
36047039000,2022,29,16,0,1,0,3,0,11,0,27900.33,1.03941422915069,0.573469919531418,0
36047039000,2023,54,42,0,3,0,1,0,37,0,29816.4,1.81108383305832,1.40862075904536,0
36047039100,2018,56,9,0,2,0,4,0,3,0,35435.48,1.58033699557619,0.253982731431887,0
36047039100,2019,51,12,0,1,0,1,0,10,0,43646.36,1.16848232017515,0.274937016511801,0
36047039100,2020,40,13,0,1,0,2,0,10,0,46458.43,0.860984755619163,0.279820045576228,0
36047039100,2021,42,15,0,2,0,2,0,11,0,52215.21,0.804363326318136,0.287272616542192,0
36047039100,2022,41,12,0,3,0,2,0,4,0,61943.31,0.661895529961186,0.193725520964249,0
36047039100,2023,23,6,0,0,0,1,0,3,0,69838.12,0.329333034738049,0.0859129655838387,0
36047039200,2018,57,9,0,2,0,2,0,5,0,36743.79,1.55128254325425,0.244939348934881,0
36047039200,2019,42,8,0,1,0,0,0,7,0,35153.7,1.19475332610792,0.227572062115794,0
36047039200,2020,23,6,0,3,0,2,0,1,0,37790.69,0.608615508211149,0.158769263011604,0
36047039200,2021,26,15,0,3,0,0,0,11,0,40155.93,0.647475976773543,0.373543832753967,0
36047039200,2022,27,11,0,2,0,0,0,9,0,40187.84,0.671845015805776,0.27371463606902,0
36047039200,2023,33,21,0,2,0,6,0,12,0,40319.91,0.818454207859095,0.520834495910333,0
36047039300,2018,124,35,0,6,0,2,0,27,0,48359.5,2.56412907494908,0.72374610986466,0
36047039300,2019,138,43,0,11,0,3,0,29,0,50389.53,2.73866416297195,0.853351876868072,0
36047039300,2020,91,41,0,6,0,10,0,25,0,51614.61,1.76306669758814,0.794348731880373,0
36047039300,2021,94,46,0,2,0,8,0,34,0,55096.84,1.70608695525914,0.834893616403409,0
36047039300,2022,67,25,0,2,0,6,0,10,0,54559.64,1.2280139678341,0.458214167102276,0
36047039300,2023,68,40,0,5,0,8,0,25,0,51472.41,1.32109609789011,0.777115351700066,0
36047039400,2018,76,23,0,9,0,2,0,12,0,26810.47,2.83471345336356,0.85787380825476,0
36047039400,2019,67,9,0,4,0,0,0,5,0,25881.35,2.5887366771826,0.347740747681245,0
36047039400,2020,30,14,0,2,0,5,0,7,0,24754.17,1.21191702246531,0.565561277150476,0
36047039400,2021,28,10,1,3,1,1,0,5,0,24845.98,1.12694286963122,0.402479596296866,0.0402479596296866
36047039400,2022,39,33,0,7,0,1,0,24,0,22585.79,1.72674942961924,1.46109567121628,0
36047039400,2023,41,25,0,2,0,2,0,15,0,23447.94,1.7485544572359,1.06619174221701,0
36047039500,2018,93,35,1,7,0,4,0,24,1,48664.22,1.91105498043532,0.719214239948776,0.0205489782842507
36047039500,2019,82,30,0,4,0,2,0,24,0,47105.95,1.74075674092126,0.636862222288267,0
36047039500,2020,51,13,0,7,0,1,0,5,0,51632.32,0.987753407168223,0.251780280258567,0
36047039500,2021,62,21,0,1,0,3,0,16,0,51585.19,1.20189535019644,0.407093586356859,0
36047039500,2022,54,32,0,3,0,4,0,25,0,49779.96,1.08477387285968,0.642828961694626,0
36047039500,2023,55,27,0,7,0,6,0,14,0,53700,1.02420856610801,0.502793296089386,0
36047039600,2018,29,2,0,0,0,0,0,2,0,23842.8,1.21630009898166,0.0838827654470113,0
36047039600,2019,32,7,0,2,0,0,0,5,0,23842.09,1.34216421463051,0.293598421950425,0
36047039600,2020,17,11,0,2,0,1,0,8,0,22827.95,0.744701122965488,0.48186543250708,0
36047039600,2021,15,7,0,3,0,0,0,4,0,25498.91,0.588260439367801,0.27452153837164,0
36047039600,2022,9,8,0,1,0,1,0,6,0,24567.99,0.366330334716027,0.325626964192024,0
36047039600,2023,19,11,0,1,0,0,0,9,0,23857,0.796411954562602,0.461080605273086,0
36047039700,2018,109,25,0,4,0,2,0,19,0,42587.63,2.55942864160321,0.587024917798901,0
36047039700,2019,128,36,0,6,0,5,0,25,0,44460.58,2.87895479546151,0.809706036223549,0
36047039700,2020,91,45,0,5,0,11,0,29,0,42560.46,2.13813478519734,1.05731939927341,0
36047039700,2021,70,33,0,5,0,6,0,19,0,39085.4,1.79095007342895,0.844305034616506,0
36047039700,2022,69,32,0,6,0,6,0,20,0,39344.28,1.75374921081286,0.813332967333498,0
36047039700,2023,76,47,0,4,0,3,0,38,0,44331.26,1.7143658898935,1.06019995822361,0
36047039800,2018,33,3,0,2,0,0,0,1,0,32908.16,1.00279079717614,0.0911627997432855,0
36047039800,2019,19,6,0,0,0,2,0,4,0,34617.42,0.548856616119861,0.173323141932588,0
36047039800,2020,18,8,0,3,0,0,0,5,0,33722.6,0.533766672795099,0.237229632353377,0
36047039800,2021,18,6,0,2,0,1,0,3,0,36288.6,0.49602354458425,0.165341181528083,0
36047039800,2022,13,9,0,4,0,1,0,4,0,36046.42,0.360646078029385,0.249678054020344,0
36047039800,2023,20,5,0,2,0,1,0,2,0,33884.31,0.590243685056594,0.147560921264149,0
36047039900,2018,70,33,0,1,0,1,0,31,0,47197.74,1.48312186134336,0.699186020347585,0
36047039900,2019,51,12,0,3,0,2,0,7,0,48959.67,1.04167368775157,0.245099691235664,0
36047039900,2020,56,31,0,5,0,3,0,23,0,53984.52,1.03733440623349,0.574238689164968,0
36047039900,2021,67,39,0,5,0,4,0,26,0,57051.74,1.17437259582267,0.683590018463942,0
36047039900,2022,37,19,0,3,0,5,0,10,0,56108.55,0.659436039605372,0.338629317635191,0
36047039900,2023,45,13,0,2,0,4,0,4,0,52625.35,0.855101201227165,0.24702923591007,0
36047040000,2018,43,12,0,2,0,0,0,10,0,41033.95,1.04791276491783,0.292440771604976,0
36047040000,2019,51,14,0,7,0,3,0,4,0,37615.84,1.35581180694091,0.372183633277896,0
36047040000,2020,28,12,0,1,0,3,0,8,0,35318.95,0.792775549669512,0.339760949858362,0
36047040000,2021,24,16,0,6,0,0,0,10,0,37014.97,0.64838631505037,0.432257543366914,0
36047040000,2022,23,17,0,1,0,4,0,12,0,31805.93,0.723135591381859,0.534491524064852,0
36047040000,2023,16,11,0,3,0,1,0,6,0,26082.79,0.613431308537162,0.421734024619299,0
36047040100,2018,77,31,0,4,0,3,0,24,0,39785.45,1.93538089929861,0.779179323094247,0
36047040100,2019,66,24,0,3,0,2,0,19,0,40519.57,1.62884255681884,0.59230638429776,0
36047040100,2020,58,24,0,1,0,8,0,15,0,40271.55,1.44022268822531,0.59595421581737,0
36047040100,2021,55,32,0,0,0,5,0,25,0,42686.7,1.28845752892587,0.749648016829598,0
36047040100,2022,51,32,0,3,0,5,0,23,0,43968.47,1.15992209872211,0.727794258021714,0
36047040100,2023,64,30,0,2,0,2,0,21,0,44974.44,1.42303050354824,0.667045548538236,0
36047040200,2018,33,14,0,4,0,2,0,8,0,34777.04,0.948901919197264,0.402564450568536,0
36047040200,2019,43,16,1,3,1,1,0,12,0,36644.13,1.17344851685659,0.436632006272219,0.0272895003920137
36047040200,2020,23,6,0,1,0,0,0,5,0,34791.13,0.661088041693386,0.17245775000697,0
36047040200,2021,22,8,0,4,0,1,0,3,0,35099.39,0.626791519738662,0.227924188995877,0
36047040200,2022,22,13,1,3,0,3,0,6,0,32615.21,0.674531913177931,0.398587039605141,0.0306605415080878
36047040200,2023,21,13,0,0,0,3,0,9,0,30953.12,0.678445339274361,0.419989971931747,0
36047040300,2018,92,29,0,3,0,1,0,24,0,45552.77,2.01963568845539,0.636624293100068,0
36047040300,2019,86,30,0,4,0,2,0,24,0,45037.65,1.9095134848288,0.666109355172839,0
36047040300,2020,57,22,0,2,0,4,0,16,0,46800.76,1.21792893961551,0.470077836342829,0
36047040300,2021,66,28,0,4,0,6,0,15,0,52306.88,1.26178430065032,0.535302430578922,0
36047040300,2022,48,29,0,2,0,4,0,22,0,55644.05,0.862625923166987,0.521169828580055,0
36047040300,2023,50,33,0,7,0,3,0,20,0,52260.79,0.956740225319977,0.631448548711185,0
36047040400,2018,58,21,0,4,0,3,0,14,0,29914.83,1.93883769354531,0.701992958007784,0
36047040400,2019,42,14,0,4,0,0,0,10,0,30330.93,1.38472509745003,0.461575032483343,0
36047040400,2020,15,6,0,2,0,1,0,3,0,29298.97,0.511963389839302,0.204785355935721,0
36047040400,2021,15,6,0,2,0,0,0,3,0,31983.84,0.468986838353369,0.187594735341347,0
36047040400,2022,28,21,0,3,0,4,0,12,0,32456.96,0.862680916512206,0.647010687384154,0
36047040400,2023,16,8,0,3,0,1,0,4,0,31772.08,0.503586796961357,0.251793398480679,0
36047040500,2018,127,29,1,4,0,1,0,24,1,21332.65,5.95331569214326,1.35941854387523,0.0468765015129391
36047040500,2019,120,32,0,1,0,1,0,30,0,20055.43,5.98341695989565,1.59557785597217,0
36047040500,2020,92,44,0,4,0,1,0,39,0,20333.22,4.52461538310214,2.16394648757059,0
36047040500,2021,66,41,1,1,1,3,0,37,0,21022.51,3.13949190653257,1.95029042678538,0.0475680591898874
36047040500,2022,75,33,0,0,0,3,0,27,0,19634.37,3.81983226352564,1.68072619595128,0
36047040500,2023,49,30,0,2,0,1,0,24,0,19070.12,2.5694646913601,1.57314164777149,0
36047040600,2018,26,6,0,1,0,0,0,5,0,46251.18,0.562147819796165,0.129726419952961,0
36047040600,2019,35,20,0,0,0,0,0,20,0,43893.21,0.797389846857863,0.455651341061636,0
36047040600,2020,19,8,0,1,0,1,0,6,0,43719.16,0.434592064440396,0.182986132395956,0
36047040600,2021,15,8,0,0,0,3,0,4,0,46517.74,0.322457625843388,0.171977400449807,0
36047040600,2022,12,4,0,1,0,3,0,0,0,47140.84,0.254556346471552,0.0848521154905174,0
36047040600,2023,15,6,0,1,0,1,0,4,0,46309.65,0.32390657238826,0.129562628955304,0
36047040700,2018,9,2,0,0,0,0,0,2,0,0,,,
36047040700,2019,4,5,0,0,0,0,0,5,0,0,,,
36047040700,2020,9,4,0,0,0,0,0,4,0,0,,,
36047040700,2021,2,2,0,0,0,0,0,2,0,0,,,
36047040700,2022,1,2,0,0,0,0,0,2,0,0,,,
36047040700,2023,1,1,0,0,0,0,0,1,0,0,,,
36047040800,2018,29,6,0,3,0,1,0,2,0,42582.38,0.681032859130936,0.140903350165021,0
36047040800,2019,21,8,0,3,0,0,0,5,0,44273.26,0.474326941363704,0.180695977662363,0
36047040800,2020,18,3,1,1,1,1,0,1,0,42153.92,0.427006551229399,0.0711677585382332,0.0237225861794111
36047040800,2021,9,4,0,0,0,2,0,2,0,46269.34,0.194513256510683,0.0864503362269702,0
36047040800,2022,9,5,0,2,0,1,0,1,0,45480.44,0.197887267581404,0.109937370878558,0
36047040800,2023,7,1,0,1,0,0,0,0,0,43676.34,0.160269839459991,0.0228956913514273,0
36047040900,2018,46,12,0,3,0,0,0,9,0,45112.67,1.01966919714572,0.266000660124972,0
36047040900,2019,49,14,0,4,0,0,0,10,0,48023.87,1.0203259337492,0.291521695356913,0
36047040900,2020,27,11,0,0,0,1,0,10,0,47772.83,0.565174807521346,0.230256403064252,0
36047040900,2021,35,7,1,2,0,0,0,5,1,53069.16,0.659516751348618,0.131903350269724,0.0188433357528176
36047040900,2022,23,9,0,1,0,1,0,7,0,50579.07,0.454733548877036,0.17793921477797,0
36047040900,2023,24,9,0,2,0,0,0,6,0,48832.84,0.491472541838648,0.184302203189493,0
36047041000,2018,23,3,0,2,0,1,0,0,0,24098.85,0.954402388495717,0.124487268064659,0
36047041000,2019,17,9,0,2,0,0,0,7,0,23716.92,0.716787845976628,0.379475918458215,0
36047041000,2020,10,4,0,0,0,0,0,4,0,22410.14,0.44622657422042,0.178490629688168,0
36047041000,2021,21,9,0,4,0,1,0,3,0,23083.15,0.909754517905918,0.389894793388251,0
36047041000,2022,10,7,0,4,0,0,0,3,0,21711,0.460596011238543,0.32241720786698,0
36047041000,2023,9,5,0,3,0,0,0,2,0,19949.59,0.451137091037961,0.250631717243312,0
36047041100,2018,42,19,0,1,0,1,0,17,0,37939.63,1.10702186605404,0.500795606072068,0
36047041100,2019,35,10,0,0,0,2,0,8,0,38495.58,0.909195289433228,0.259770082695208,0
36047041100,2020,33,12,0,0,0,4,0,8,0,38291.59,0.861808036699443,0.313384740617979,0
36047041100,2021,35,17,0,3,0,1,0,13,0,46202.25,0.757538864449242,0.367947448446775,0
36047041100,2022,24,6,0,1,0,0,0,5,0,36982.71,0.648951902118585,0.162237975529646,0
36047041100,2023,19,4,0,1,0,1,0,2,0,38145.86,0.498088128043253,0.104860658535422,0
36047041200,2018,61,12,0,8,0,1,0,3,0,39820.09,1.53189005851067,0.301355421346361,0
36047041200,2019,66,10,1,4,0,2,1,4,0,41164.11,1.60333844215264,0.242930066992825,0.0242930066992825
36047041200,2020,38,22,0,5,0,4,0,13,0,42340.04,0.897495609357006,0.519602721206688,0
36047041200,2021,28,8,0,1,0,2,0,5,0,41120.47,0.680926069181602,0.194550305480458,0
36047041200,2022,30,16,0,5,0,0,0,10,0,38956.27,0.770094262104663,0.410716939789153,0
36047041200,2023,31,12,0,5,0,4,0,3,0,36902.3,0.840056039867434,0.325182983174491,0
36047041300,2018,71,20,0,4,0,2,0,14,0,48006.92,1.4789534508775,0.416606605880985,0
36047041300,2019,70,25,0,4,0,1,0,20,0,49387.97,1.41734920467474,0.506196144526694,0
36047041300,2020,72,26,0,0,0,3,0,23,0,47183.67,1.52595166929575,0.551038102801245,0
36047041300,2021,51,11,0,3,0,0,0,8,0,46317.59,1.10109355862427,0.237490767546412,0
36047041300,2022,42,26,0,4,0,1,0,19,0,46926.67,0.895013432659935,0.554055934503769,0
36047041300,2023,32,14,0,2,0,3,0,7,0,47676.61,0.671188660435379,0.293645038940478,0
36047041401,2018,22,6,0,3,0,1,0,2,0,18475.35,1.19077581750819,0.324757041138598,0
36047041401,2019,21,6,0,2,0,2,0,2,0,17710.22,1.18575602109968,0.338787434599909,0
36047041401,2020,6,0,0,0,0,0,0,0,0,17313.46,0.346551180411079,0,0
36047041401,2021,7,0,0,0,0,0,0,0,0,16110.17,0.434508139889275,0,0
36047041401,2022,5,4,0,2,0,1,0,1,0,14128.87,0.35388534256455,0.28310827405164,0
36047041401,2023,7,2,0,0,0,0,0,2,0,13796.63,0.507370278104146,0.144962936601185,0
36047041402,2018,70,27,0,9,0,3,0,15,0,21499.6,3.25587452789819,1.25583731790359,0
36047041402,2019,63,23,0,0,0,3,0,20,0,21803.67,2.88942182669248,1.05486828593535,0
36047041402,2020,30,16,0,2,0,3,0,11,0,22385.44,1.34015681621626,0.714750301982003,0
36047041402,2021,34,26,0,4,0,6,0,16,0,24659.61,1.37877281919706,1.05435568526834,0
36047041402,2022,26,19,0,2,0,3,0,14,0,23167.63,1.12225549182199,0.820109782485304,0
36047041402,2023,32,17,0,7,0,2,0,7,0,24436.85,1.30949774623161,0.695670677685545,0
36047041500,2018,67,28,0,4,0,3,0,21,0,50782.32,1.31935681552162,0.551372997531424,0
36047041500,2019,55,10,0,3,0,1,0,6,0,53158.27,1.03464616135928,0.188117483883505,0
36047041500,2020,50,13,0,3,0,4,0,6,0,52612.81,0.950338900355256,0.247088114092366,0
36047041500,2021,32,14,0,1,0,3,0,10,0,55806.02,0.573414839474308,0.25086899227001,0
36047041500,2022,40,15,0,1,0,6,0,8,0,62468.04,0.640327437838613,0.24012278918948,0
36047041500,2023,36,25,0,4,0,5,0,14,0,56716.62,0.634734580445732,0.440787903087314,0
36047041600,2018,56,15,0,4,0,2,0,9,0,26246.3,2.13363407413616,0.571509127000758,0
36047041600,2019,47,12,0,4,0,0,0,8,0,26995.22,1.74104897089188,0.444523141504311,0
36047041600,2020,19,7,0,3,0,0,0,4,0,27001.25,0.703671126336744,0.259247257071432,0
36047041600,2021,13,12,0,0,0,0,0,12,0,25459.03,0.510624324650232,0.471345530446368,0
36047041600,2022,15,12,0,3,0,1,0,7,0,26166.98,0.573241543349672,0.458593234679738,0
36047041600,2023,14,9,0,2,0,3,0,3,0,24448.92,0.572622430765858,0.368114419778052,0
36047041700,2018,57,20,0,2,0,6,0,12,0,38858.27,1.46686921471285,0.514690952530826,0
36047041700,2019,57,14,0,4,0,4,0,6,0,39284.28,1.450962064215,0.356376647351052,0
36047041700,2020,53,20,0,3,0,8,0,9,0,39876.49,1.32910394069287,0.501548656865236,0
36047041700,2021,55,26,0,3,0,6,0,17,0,40716.56,1.35080173767136,0.638560821444641,0
36047041700,2022,39,18,1,3,0,3,0,11,0,42207.46,0.924007272648011,0.426464895068313,0.0236924941704618
36047041700,2023,42,22,0,3,0,1,0,15,0,42204.46,0.995155488306212,0.521271922446111,0
36047041800,2018,50,15,0,10,0,3,0,2,0,28643.2,1.74561501508211,0.523684504524634,0
36047041800,2019,48,14,0,6,0,1,0,7,0,31993.44,1.50030756305043,0.437589705889707,0
36047041800,2020,20,13,0,3,0,3,0,7,0,30963.32,0.645925566121463,0.419851617978951,0
36047041800,2021,28,23,0,7,0,5,0,9,0,30606.11,0.914850008707412,0.751483935723945,0
36047041800,2022,17,6,0,3,0,0,0,1,0,28730.99,0.591695587238727,0.208833736672492,0
36047041800,2023,27,16,0,6,0,0,0,9,0,30450.16,0.886694848237251,0.525448798955408,0
36047041900,2018,46,8,0,2,0,1,0,5,0,44165.84,1.04152892823956,0.181135465780794,0
36047041900,2019,49,10,0,3,0,1,0,6,0,44968.79,1.08964461796726,0.22237645264638,0
36047041900,2020,30,15,0,7,0,4,0,4,0,46072.13,0.651152877021314,0.325576438510657,0
36047041900,2021,32,11,0,1,0,2,0,6,0,45333.41,0.705881159171569,0.242646648465227,0
36047041900,2022,32,6,0,1,0,2,0,3,0,43500.95,0.735616118728442,0.137928022261583,0
36047041900,2023,29,16,0,2,0,2,0,10,0,41369.78,0.700994784115362,0.386755742960199,0
36047042000,2018,114,32,0,5,0,8,0,19,0,18818.12,6.05799091513924,1.70048867793382,0
36047042000,2019,107,40,0,9,0,2,0,29,0,20655.45,5.18023088337461,1.93653490967275,0
36047042000,2020,45,19,0,4,0,3,0,12,0,21464.76,2.09645949919776,0.885171788550163,0
36047042000,2021,39,21,0,4,0,2,0,12,0,20497.5,1.90267105744603,1.02451518477863,0
36047042000,2022,32,16,0,8,0,2,0,5,0,20048.69,1.59611425983443,0.798057129917217,0
36047042000,2023,35,18,1,6,1,1,0,10,0,19453.78,1.79913620900411,0.925270050344972,0.0514038916858318
36047042100,2018,80,27,0,3,0,4,0,20,0,52404.04,1.52659985756823,0.515227451929279,0
36047042100,2019,81,30,0,1,0,3,0,26,0,52946.95,1.52983316319448,0.566604875257215,0
36047042100,2020,65,31,0,3,0,4,0,24,0,54006.62,1.20355615663413,0.574003705471663,0
36047042100,2021,56,20,0,6,0,2,0,10,0,58357.69,0.959599326155645,0.342714045055587,0
36047042100,2022,56,21,0,3,0,6,0,11,0,57307.48,0.977184828228357,0.366444310585634,0
36047042100,2023,37,20,0,3,0,4,0,10,0,53919.22,0.686211707068463,0.370925247064034,0
36047042200,2018,103,24,0,4,0,2,0,18,0,42577.35,2.41912660135025,0.563679984780641,0
36047042200,2019,96,28,1,4,0,3,1,21,0,42424.29,2.26285460522734,0.659999259857973,0.0235714021377847
36047042200,2020,61,26,0,9,0,6,0,11,0,42445.34,1.43714245191581,0.612552520488704,0
36047042200,2021,50,42,0,4,0,5,0,28,0,42683.14,1.17142272100881,0.983995085647401,0
36047042200,2022,40,29,0,5,0,2,0,20,0,40755.17,0.981470571709062,0.71156616448907,0
36047042200,2023,34,21,0,3,0,2,0,15,0,36553.01,0.930155957060718,0.574508091125738,0
36047042300,2018,86,32,0,8,0,5,0,19,0,52375.9,1.64197655792072,0.610968021551897,0
36047042300,2019,86,22,0,9,0,3,0,10,0,50287.76,1.71015770040264,0.437482202428583,0
36047042300,2020,54,13,0,0,0,7,0,6,0,49613.63,1.08841058394639,0.262024770209315,0
36047042300,2021,78,28,0,4,0,4,0,16,0,51638.75,1.51049357314033,0.542228462152938,0
36047042300,2022,68,29,0,5,0,7,0,16,0,54283.76,1.25267667530768,0.534229758587099,0
36047042300,2023,65,36,0,10,0,4,0,19,0,55687.71,1.16722343224385,0.646462208627361,0
36047042400,2018,46,9,0,2,0,0,0,7,0,45431.96,1.01250309253662,0.198098431148469,0
36047042400,2019,33,8,0,4,0,2,0,2,0,42799.93,0.771029298412404,0.186916193554522,0
