GEOID,year,total_crashes,persons_injured,persons_killed,pedestrians_injured,pedestrians_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,total_population,crash_rate_per_1000,injury_rate_per_1000,fatality_rate_per_1000
36047117000,2021,80,52,0,8,0,1,0,41,0,22240.68,3.59701232156571,2.33805800901771,0
36047117000,2022,70,38,0,3,0,1,0,32,0,23439.65,2.98639271490829,1.6211846166645,0
36047117000,2023,44,33,0,7,0,1,0,25,0,22625.56,1.94470324712405,1.45852743534304,0
36047117201,2018,49,11,0,3,0,1,0,7,0,31362.44,1.56237843739199,0.350738016557385,0
36047117201,2019,43,23,0,3,0,3,0,17,0,31877.45,1.34891592646212,0.721513169968112,0
36047117201,2020,16,6,0,1,0,2,0,3,0,26294.98,0.608481162564109,0.228180435961541,0
36047117201,2021,35,16,0,1,0,0,0,14,0,28530.16,1.22677194940372,0.560810034013129,0
36047117201,2022,26,18,0,4,0,0,0,14,0,28713.09,0.90551034388845,0.626891776538157,0
36047117201,2023,26,18,0,4,0,1,0,13,0,24512.75,1.06067250716464,0.734311735729365,0
36047117202,2018,44,10,0,1,0,2,0,7,0,41463.7,1.0611691672475,0.241174810738067,0
36047117202,2019,43,15,0,1,0,0,0,14,0,46079.81,0.933163569901872,0.325522175547165,0
36047117202,2020,32,15,0,2,0,2,0,11,0,48593.65,0.658522255479883,0.308682307256195,0
36047117202,2021,37,21,0,1,0,1,0,19,0,54678.98,0.676676850958083,0.384059834327561,0
36047117202,2022,19,7,0,1,0,0,0,6,0,57145.03,0.332487357168244,0.122495342114616,0
36047117202,2023,28,14,0,1,0,0,0,12,0,55725.04,0.50246711352742,0.25123355676371,0
36047117400,2018,119,31,0,6,0,4,0,20,0,52241.77,2.27787075361344,0.593394902201821,0
36047117400,2019,104,27,0,4,0,2,0,21,0,49139.65,2.11641719059863,0.549454462943875,0
36047117400,2020,60,16,2,3,1,2,0,11,1,48045.04,1.24882818288839,0.333020848770237,0.0416276060962797
36047117400,2021,55,17,0,5,0,1,0,10,0,47645.12,1.15436796045429,0.356804642322236,0
36047117400,2022,43,15,0,3,0,3,0,9,0,51457.13,0.83564707164974,0.291504792435956,0
36047117400,2023,55,31,0,10,0,1,0,18,0,45563.84,1.20709755806359,0.680364078181295,0
36047117601,2018,47,8,0,3,0,1,0,4,0,38797.42,1.21142075942163,0.206199278199427,0
36047117601,2019,67,26,0,4,0,0,0,22,0,38492.32,1.74060695743982,0.675459416319931,0
36047117601,2020,32,11,0,2,0,0,0,9,0,41220.17,0.776318971998417,0.266859646624456,0
36047117601,2021,24,4,0,2,0,0,0,2,0,41163.2,0.583045049947526,0.0971741749912543,0
36047117601,2022,28,13,0,2,0,0,0,10,0,41028.26,0.682456433687415,0.316854772783442,0
36047117601,2023,37,15,0,4,0,2,0,9,0,34996.93,1.05723559180762,0.428609023705794,0
36047117602,2018,55,32,1,4,1,2,0,26,0,35587.96,1.54546650046814,0.899180509363279,0.0280993909176025
36047117602,2019,65,24,0,3,0,3,0,18,0,34213.91,1.89981209396997,0.701469080850449,0
36047117602,2020,35,20,0,4,0,2,0,14,0,32604.96,1.07345630848803,0.613403604850305,0
36047117602,2021,29,15,0,1,0,1,0,13,0,34001.94,0.852892511427289,0.441151299014115,0
36047117602,2022,31,16,0,3,0,3,0,10,0,36118.05,0.85829661346612,0.442991800498643,0
36047117602,2023,32,17,0,4,0,2,0,10,0,36576.93,0.874868393820914,0.46477383421736,0
36047117800,2018,66,13,0,2,0,1,0,10,0,22328.93,2.95580665979068,0.582204342079983,0
36047117800,2019,68,12,0,5,0,1,0,6,0,19544.4,3.47925748552015,0.613986615091791,0
36047117800,2020,33,7,0,3,0,0,0,4,0,19307.15,1.70921135434282,0.362559984254538,0
36047117800,2021,29,14,0,0,0,1,0,12,0,22032.47,1.31623916882674,0.635425805640493,0
36047117800,2022,23,15,0,4,0,2,0,8,0,21033.19,1.09350982898933,0.713158584123474,0
36047117800,2023,27,13,0,2,0,0,0,11,0,20051.88,1.34650716042586,0.648318262427264,0
36047118000,2018,60,36,0,3,0,2,0,31,0,0,,,
36047118000,2019,84,31,0,3,0,5,0,23,0,0,,,
36047118000,2020,51,25,0,3,0,3,0,19,0,0,,,
36047118000,2021,43,10,0,1,0,2,0,5,0,0,,,
36047118000,2022,47,28,0,3,0,3,0,20,0,0,,,
36047118000,2023,51,44,0,10,0,5,0,22,0,0,,,
36047118201,2018,31,3,0,0,0,0,0,3,0,34752.15,0.892031140519364,0.0863255942438094,0
36047118201,2019,43,9,0,4,0,1,0,4,0,35366.09,1.21585394370709,0.254481057985206,0
36047118201,2020,24,7,0,2,0,1,0,4,0,34902.09,0.687637903632705,0.200561055226206,0
36047118201,2021,28,7,0,2,0,0,0,5,0,39130.58,0.715552900059238,0.178888225014809,0
36047118201,2022,15,12,0,1,0,1,0,10,0,39027.34,0.384345948250637,0.307476758600509,0
36047118201,2023,14,5,0,1,0,0,0,2,0,41599.5,0.336542506520511,0.120193752328754,0
36047118202,2018,32,7,0,4,0,0,0,3,0,37081.57,0.862962382660713,0.188773021207031,0
36047118202,2019,32,5,0,2,0,0,0,3,0,39015.6,0.820184746614175,0.128153866658465,0
36047118202,2020,30,15,0,3,0,0,0,12,0,40297.47,0.744463610246499,0.37223180512325,0
36047118202,2021,20,9,0,2,0,0,0,7,0,41583.71,0.480957567278148,0.216430905275167,0
36047118202,2022,22,12,0,3,0,0,0,9,0,36907.18,0.596089974904612,0.325139986311607,0
36047118202,2023,20,7,0,3,0,1,0,2,0,37627.09,0.531531936166204,0.186036177658171,0
36047118400,2018,102,26,0,2,0,6,0,18,0,60008.32,1.69976429935049,0.433273252775615,0
36047118400,2019,107,32,0,5,0,1,0,26,0,60972.31,1.75489496789608,0.524828401613782,0
36047118400,2020,64,27,1,7,0,4,1,16,0,58106.2,1.10143151677446,0.464666421139224,0.0172098674496009
36047118400,2021,64,27,0,1,0,3,0,22,0,60299.12,1.06137535672162,0.447767728616935,0
36047118400,2022,39,22,0,3,0,2,0,17,0,59058.95,0.660357151625622,0.372509162455479,0
36047118400,2023,48,27,0,5,0,1,0,19,0,60008.04,0.799892814362875,0.449939708079117,0
36047118600,2018,31,5,0,1,0,1,0,3,0,32528.44,0.953012194867015,0.153711644333389,0
36047118600,2019,35,8,0,2,0,2,0,4,0,35089.63,0.997445684095273,0.227987584936062,0
36047118600,2020,25,8,0,0,0,1,0,7,0,34046.9,0.734281241463981,0.234969997268474,0
36047118600,2021,15,9,0,1,0,0,0,7,0,39803.42,0.376852039347373,0.226111223608424,0
36047118600,2022,15,4,0,2,0,0,0,2,0,40593.39,0.369518288568656,0.098538210284975,0
36047118600,2023,18,3,0,1,0,0,0,1,0,42619.6,0.422340894799576,0.0703901491332626,0
36047118800,2018,101,14,0,5,0,1,0,8,0,52995.16,1.90583441959605,0.264175068062819,0
36047118800,2019,83,14,0,5,0,1,0,8,0,53729.32,1.54478039178609,0.260565367289219,0
36047118800,2020,26,4,0,3,0,0,0,1,0,56777.33,0.457929247465494,0.0704506534562298,0
36047118800,2021,46,11,0,4,0,0,0,7,0,55953.99,0.8221040179619,0.196590091251759,0
